,Ticker,ESG Score
2750,VSTBX,24.29
2751,TRFFX,23.49
2752,TSCIX,27.83
2753,VWMIX,25.65
2754,JIVCX,23.1
2755,WFQUX,23.42
2756,FKGRX,21.23
2757,FGTIX,22.17
2758,HISIX,20.97
2759,MCMVX,23.66
2760,S2225.MC,21.53
2761,ICGEX,22.52
2762,JLIFX,24.06
2763,AMEFX,24.39
2764,WFFAX,24.89
2765,ECASX,23.41
2766,PPTCX,22.93
2767,NASDX,20.9
2768,DFELX,22.71
2769,OTCBX,21.88
2770,JPPSX,24.85
2771,BAAPX,22.95
2772,GUIQX,24.33
2773,WGFCX,23.31
2774,FBTTX,30.56
2775,STBIX,22.05
2776,FOCPX,21.71
2777,TRIGX,24.15
2778,WILCX,25.21
2779,TCREX,16.27
2780,RMFAX,22.63
2781,PSIJX,28.06
2782,NQCRX,24.53
2783,PACLX,24.18
2784,LVPIX,23.77
2785,MWEIX,20.91
2786,VITPX,22.77
2787,USAAX,21.17
2788,QUAIX,28.78
2789,NEXTX,24.57
2790,JRHQX,23.63
2791,BSFIX,25.53
2792,FEAFX,20.63
2793,ECFGX,21.22
2794,FSTUX,26.04
2795,BDSHX,23.0
2796,EIFVX,25.39
2797,INIVX,35.61
2798,HFMIX,24.79
2799,VTTHX,23.28
2800,GQETX,20.81
2801,FZAHX,22.8
2802,KINAX,19.98
2803,IGEAX,21.15
2804,EQICX,25.74
2805,FDSTX,20.68
2806,NWCFX,18.81
2807,PRAAX,23.55
2808,HARPX,24.18
2809,JSGZX,27.68
2810,JVMSX,24.69
2811,IVVIX,26.11
2812,MRLOX,22.64
2813,FKUTX,31.49
2814,IARAX,15.76
2815,LOMMX,22.31
2816,PMFJX,25.24
2817,JNGSX,17.35
2818,AATIX,27.64
2819,USCOX,25.07
2820,FGIRX,24.16
2821,ADNAX,27.22
2822,PESPX,25.24
2823,LEDCX,33.71
2824,TPCIX,28.05
2825,JILAX,23.93
2826,VGSIX,15.86
2827,TEMQX,24.4
2828,CHDPX,23.44
2829,ATRIX,22.15
2830,IPETX,24.29
2831,IDXRX,23.14
2832,ARTLX,22.73
2833,DFPRX,22.75
2834,TASVX,27.83
2835,NWMHX,23.89
2836,AEEIX,16.64
2837,SCETX,26.13
2838,UISCX,28.05
2839,FAGKX,22.04
2840,TBGVX,23.15
2841,NNGCX,22.12
2842,NMPAX,25.22
2843,PIFCX,26.82
2844,NMCCX,23.38
2845,CHTRX,21.72
2846,MMIYX,23.79
2847,GGFRX,22.05
2848,OAKEX,21.87
2849,BAPGX,23.6
2850,MINYX,21.65
2851,RYVYX,20.82
2852,PNVAX,24.99
2853,BSCFX,25.53
2854,WFTYX,24.28
2855,IOEZX,22.75
2856,ALCZX,22.16
2857,PLTJX,23.29
2858,SBLGX,20.21
2859,MGINX,22.43
2860,EAALX,20.5
2861,PVSCX,27.69
2862,GTEYX,22.08
2863,IFAFX,24.39
2864,JWGRX,22.33
2865,BPAVX,24.93
2866,RYAWX,21.15
2867,DTLGX,21.11
2868,MFUAX,24.42
2869,OSVCX,29.04
2870,SUVZX,24.2
2871,RSIYX,25.98
2872,RBACX,23.66
2873,URFFX,23.4
2874,SBBAX,24.22
2875,HGOCX,22.8
2876,JQLAX,23.93
2877,VTIVX,23.32
2878,LMEAX,23.04
2879,CPNYX,27.64
2880,BGPSF.AS,15.27
2881,RSVIX,28.58
2882,S1278.MC,26.11
2883,MCJAX,29.14
2884,ASPZX,21.05
2885,FRNRX,33.2
2886,VWELX,22.59
2887,MMQAX,28.61
2888,PXWIX,20.75
2889,RRGTX,15.97
2890,BVAOX,27.91
2891,MLPEX,37.28
2892,PWBCX,22.15
2893,HGHCX,27.92
2894,SCINX,22.94
2895,ABNIX,24.22
2896,FTQGX,20.54
2897,MAPOX,24.09
2898,MRYSX,23.41
2899,PRNEX,28.57
2900,RNCCX,24.72
2901,JVIAX,20.24
2902,GGSCX,22.23
2903,VEXAX,26.08
2904,AMLPX,34.49
2905,AIGYX,16.12
2906,RDLAX,20.84
2907,PQIIX,24.55
2908,AMECX,24.39
2909,FAIRX,25.66
2910,WLCVX,24.68
2911,RFNCX,23.39
2912,VILLX,26.13
2913,TWSIX,20.26
2914,ISMOX,23.38
2915,SAGCX,21.93
2916,PAADX,22.97
2917,WFQAX,24.52
2918,OARBX,25.17
2919,H61Q.SG,24.23
2920,RICFX,23.49
2921,AUIKX,21.71
2922,ITHAX,22.91
2923,GGOAX,21.93
2924,MGOTX,23.58
2925,RYSVX,26.81
2926,JVAAX,23.63
2927,JRLVX,23.23
2928,ERDF.SW,31.87
2929,ROFCX,29.81
2930,LDFVX,23.97
2931,HACSX,23.86
2932,RIGGX,23.11
2933,OAKIX,23.7
2934,DNVYX,22.56
2935,GSMGX,26.38
2936,AIOIX,24.4
2937,CCCCX,32.5
2938,590104.BO,30.09
2939,S1064.MC,25.53
2940,FPACX,26.12
2941,FGRIX,24.11
2942,IMSCX,24.08
2943,BRESX,21.04
2944,FFEFX,23.75
2945,GDIIX,25.03
2946,STSCX,26.68
2947,VDIPX,23.16
2948,BRUFX,29.37
2949,GSRKX,21.52
2950,SWISX,22.32
2951,GTSFX,26.58
2952,IHORX,21.67
2953,JAPIX,24.64
2954,JVLIX,23.43
2955,SWSCX,28.89
2956,MASTX,20.8
2957,IIRSX,29.13
2958,GPTCX,24.21
2959,VCBCX,21.52
2960,NCVLX,25.82
2961,GABEX,23.98
2962,PRMTX,21.57
2963,OGIYX,25.46
2964,ALVAX,24.71
2965,LMOPX,25.62
2966,WBRRX,22.98
2967,PAROX,23.47
2968,JSVTX,28.26
2969,JGVVX,21.28
2970,OD6Q.SG,22.19
2971,PYSCX,27.86
2972,MBLAX,22.97
2973,OTCIX,21.88
2974,MOSLX,21.67
2975,DFSCX,29.34
2976,EKGCX,24.63
2977,LADYX,28.79
2978,RSPYX,28.69
2979,SUR-RVBFE.MX,23.06
2980,IGVWX,22.66
2981,ECCGX,22.9
2982,GLBIX,23.26
2983,JMVIX,24.76
2984,TEBIX,21.03
2985,WLGAX,19.3
2986,SABIX,22.58
2987,XG41.SW,20.07
2988,JOEMX,26.61
2989,MLPAX,36.51
2990,PRUAX,29.08
2991,BROAX,21.76
2992,JLHAX,23.92
2993,EEMCX,24.47
2994,NGRRX,22.54
2995,S3294.MC,21.87
2996,CFLIX,20.96
2997,PEIZX,23.26
2998,TVOAX,29.32
2999,NSMRX,26.7
3000,FUGIX,32.61
3001,IAXAX,22.59
3002,GSICX,20.76
3003,VFAIX,23.88
3004,MDIJX,21.92
3005,FFTYX,19.85
3006,STVZX,23.01
3007,SWANX,21.48
3008,GSQTX,28.9
3009,VECTSICF.MX,23.09
3010,DFEVX,31.14
3011,LGOPX,22.54
3012,COVRX,26.1
3013,MUERX,21.58
3014,ACGMX,24.77
3015,WBSIX,28.24
3016,LCTRX,36.13
3017,TSGGX,23.11
3018,PYREX,17.56
3019,TRRJX,23.49
3020,NRGSX,23.3
3021,LVOFX,25.7
3022,MALOX,22.64
3023,OBEGX,25.61
3024,JDVFX,23.43
3025,STMSX,27.18
3026,IUCEX,20.04
3027,IRSBX,15.6
3028,PMACX,27.02
3029,FAGAX,22.8
3030,AEPCX,24.1
3031,MUSEX,21.58
3032,PJGCX,23.51
3033,HLMGX,21.65
3034,FAFFX,23.58
3035,JTSIX,22.25
3036,DKINVO.CO,21.91
3037,BOGSX,21.68
3038,AEMTX,27.01
3039,NAIGX,22.54
3040,MCOAX,27.17
3041,JABLX,21.27
3042,RWIEX,22.7
3043,JNPLX,24.64
3044,BAPEX,23.75
3045,EUGDX,20.35
3046,RAGTX,21.58
3047,TOLLX,22.98
3048,FACGX,22.8
3049,S3370.MC,24.03
3050,USSPX,22.2
3051,MBCSX,21.47
3052,FAINX,23.07
3053,FLCEX,23.06
3054,SFPIX,23.33
3055,RDIIX,25.72
3056,VVIAX,24.15
3057,BHPF.AS,15.15
3058,EXHAX,23.0
3059,ARGAX,27.92
3060,SNTCX,23.26
3061,RYTSX,24.42
3062,WABIX,25.86
3063,LKSCX,28.28
3064,VRVIX,24.01
3065,WFGRX,24.28
3066,CGFAX,23.63
3067,ACUIX,24.25
3068,HWCIX,25.33
3069,ABPRX,21.2
3070,HNCYX,21.6
3071,STLDX,23.78
3072,VCSLX,29.04
3073,LADFX,28.79
3074,GABAX,23.72
3075,JDMRX,22.5
3076,JAQIX,23.41
3077,FRUSX,31.49
3078,IMOYX,23.78
3079,JGSMX,27.68
3080,SMCYX,27.74
3081,VALMX16B2FI.MX,34.59
3082,NYVBX,22.56
3083,INR.DE,25.97
3084,MALTX,28.89
3085,ACRNX,25.17
3086,MBAPX,21.46
3087,LEVOX,20.51
3088,JVMCX,24.69
3089,TIQIX,21.38
3090,MBESX,21.83
3091,VTCAX,22.55
3092,FBFRX,26.67
3093,NMGAX,23.42
3094,MNHIX,23.0
3095,EAIFX,23.54
3096,SUSIX,21.25
3097,S3166.MC,20.28
3098,AOVIX,22.41
3099,PNRCX,35.14
3100,FTUCX,22.58
3101,DWGFX,26.43
3102,ICRPX,16.29
3103,QGRYX,23.92
3104,GOGFX,27.69
3105,HJPSX,28.13
3106,BUFOX,27.98
3107,FGRAX,21.5
3108,FOCKX,21.71
3109,JAPCX,24.64
3110,PYASX,23.02
3111,EAFGX,21.22
3112,TRSPX,21.89
3113,CSEIX,16.21
3114,HWMIX,26.71
3115,VEXMX,26.08
3116,JPPEX,23.26
3117,BGSIX,21.72
3118,HSSAX,28.65
3119,NSOPX,21.9
3120,UBFG.SW,20.47
3121,TAVFX,28.23
3122,JLJHX,23.78
3123,LMVRX,25.07
3124,JPYRX,23.25
3125,TRRNX,23.34
3126,JNABX,22.98
3127,FSDIX,23.73
3128,SFILX,26.21
3129,MVALX,27.8
3130,TWSAX,23.1
3131,AEPGX,24.1
3132,BEXFX,26.94
3133,TRBCX,21.51
3134,CNSDX,24.56
3135,AWSYX,20.75
3136,FZAEX,27.13
3137,NNGRX,22.12
3138,FEMKX,23.93
3139,STSAX,24.06
3140,S3385.MC,22.21
3141,TOCQX,23.28
3142,SSHFX,23.55
3143,CMVYX,24.69
3144,LPBKX,23.89
3145,MFEIX,20.59
3146,HEMCX,24.17
3147,FILFX,22.31
3148,AOFAX,27.43
3149,GSYCX,26.01
3150,RDWEX,26.43
3151,LSRIX,27.41
3152,GICCX,23.65
3153,VVONX,25.8
3154,LANIX,23.68
3155,PIOTX,21.36
3156,S0856.MC,28.66
3157,ACEIX,24.72
3158,GSMAX,26.38
3159,MINJX,20.76
3160,QUAYX,28.78
3161,SUWCX,22.02
3162,IVGTX,19.95
3163,WFINX,22.05
3164,OMSOX,22.3
3165,JNBSX,24.99
3166,SKSEX,28.83
3167,HDGSX,22.42
3168,XUMB.SG,19.72
3169,EDIRX,23.95
3170,VADDX,23.01
3171,TSLAX,26.5
3172,SVBAX,22.92
3173,NDXKX,20.9
3174,EAGTX,22.15
3175,FDGTX,21.85
3176,PRBLX,20.02
3177,VEXPX,25.55
3178,NSRGX,29.49
3179,CAPBX,26.44
3180,IAUTX,26.04
3181,JM5C.SW,29.39
3182,BLRYX,15.73
3183,RNWAX,25.24
3184,MSFJX,23.33
3185,ADGYX,21.23
3186,S2779.MC,25.57
3187,ESPIX,31.08
3188,WARCX,25.86
3189,FUGAX,32.61
3190,IICHX,20.25
3191,S1763.MC,22.3
3192,SREZX,16.95
3193,LADQX,28.79
3194,VFORX,23.3
3195,ISGTX,23.93
3196,TIBIX,22.31
3197,JEGRX,18.74
3198,JMVAX,24.76
3199,IMPAX,27.87
3200,FPHAX,28.26
3201,FTASX,23.32
3202,NILIX,19.49
3203,S2869.MC,22.13
3204,IRNIX,29.92
3205,MLPIX,26.29
3206,JLKWX,23.23
3207,PEQYX,22.48
3208,FCVSX,27.21
3209,VISVX,26.85
3210,PSQGX,22.09
3211,PCVAX,27.35
3212,NRREX,15.73
3213,DISSX,28.1
3214,CFIPX,21.68
3215,VICVX,24.51
3216,SHSCX,26.16
3217,ANFFX,22.69
3218,WHGHX,25.26
3219,GETGX,23.66
3220,DPEMX,24.55
3221,JAGIX,19.65
3222,EQIIX,25.74
3223,JDVNX,23.43
3224,NSEIX,23.5
3225,TEPIX,18.81
3226,MXXLX,23.29
3227,QIBGX,23.12
3228,MTYKX,23.5
3229,KSMVX,26.93
3230,CVQZX,23.17
3231,SBHIX,23.21
3232,GAFCX,24.08
3233,SLAFX,32.19
3234,ALMAX,26.24
3235,LZEMX,25.92
3236,MSVNX,26.64
3237,TRIFX,24.34
3238,EIUTX,21.62
3239,WAIOX,27.33
3240,MSAIX,24.81
3241,WTFRX,24.52
3242,FISAX,23.01
3243,SMYIX,21.68
3244,VTSMX,22.77
3245,VGEIX,19.92
3246,FCVAX,24.59
3247,PYUSX,22.52
3248,ANDAX,23.09
3249,MYCCX,23.06
3250,NAFTRAC.MX,27.9
3251,JRTGX,23.51
3252,GPIIX,24.51
3253,MENYX,26.89
3254,ASMNX,28.88
3255,ACVQX,25.17
3256,ECSEX,24.95
3257,INBURSAB-1.MX,33.74
3258,BYQB.SW,26.36
3259,DODWX,24.76
3260,UAVAX,23.65
3261,JALGX,24.23
3262,FSPCX,23.3
3263,JOGIX,20.05
3264,UMEMX,24.47
3265,NWWOX,20.87
3266,PDRFX,22.19
3267,OAKMX,24.67
3268,GBATX,24.21
3269,ARYDX,15.97
3270,JATTX,27.02
3271,ECHSX,25.74
3272,SVIIX,23.01
3273,MSSGX,23.49
3274,FAAFX,31.42
3275,JYIGLO.CO,21.58
3276,FMIHX,21.27
3277,CRBYX,25.17
3278,CDOFX,27.65
3279,TVVFX,23.53
3280,FTCVX,27.21
3281,FPBFX,23.82
3282,FABLX,23.41
3283,ADOZX,25.57
3284,CCJTX,23.5
3285,GTDCX,25.06
3286,NESYX,23.35
3287,TRCPX,23.36
3288,GSLIX,23.49
3289,TGCEX,19.38
3290,JRRQX,23.32
3291,PJDCX,21.9
3292,ABALX,23.46
3293,GTNDX,22.08
3294,TLQIX,23.02
3295,CSGZX,21.05
3296,WAMVX,29.08
3297,OIGAX,20.74
3298,TAAGX,23.12
3299,JSCZX,28.73
3300,FBTCX,30.56
3301,CANGX,21.32
3302,TVRIX,22.17
3303,CGMFX,21.92
3304,JNSCX,23.12
3305,JACNX,25.38
3306,ZDIVX,23.78
3307,RSYEX,30.2
3308,PLFJX,23.5
3309,PCEMX,24.35
3310,SCOBX,20.4
3311,EMIRX,25.65
3312,HDGTX,22.42
3313,WPSH.AS,20.03
3314,HFCVX,25.7
3315,ISGRX,23.59
3316,CAPEX,22.5
3317,MBDIX,23.25
3318,CTSFX,23.93
3319,SVBBX,23.28
3320,RSSCX,23.27
3321,TCEPX,22.69
3322,NVMBX,24.85
3323,JGINX,19.65
3324,IBIYX,23.01
3325,FIGRX,21.74
3326,JDVVX,23.43
3327,HRASX,23.54
3328,TSMAX,23.88
3329,DSGYX,27.67
3330,TSGWX,23.59
3331,TMCLX,27.58
3332,VFIAX,22.05
3333,EKWCX,33.66
3334,SEGIX,26.19
3335,ATGRX,19.6
3336,JAMCX,23.62
3337,VEMPX,26.08
3338,TSVRX,27.83
3339,FVWSX,21.63
3340,IAXTX,22.59
3341,RWMBX,23.2
3342,TIERX,22.56
3343,TIVRX,21.75
3344,NPSTX,26.88
3345,JLMRX,24.05
3346,AFJCX,23.09
3347,PLICX,22.05
3348,QICLX,22.4
3349,IRLUX,21.83
3350,SDLAX,22.05
3351,BMPIX,25.91
3352,JISOX,27.48
3353,MIGAX,24.88
3354,BGRIX,23.63
3355,S2245.MC,22.49
3356,GOIAX,22.51
3357,+TASAD1F2.MX,23.44
3358,KNPYX,20.59
3359,RGACX,23.63
3360,FTGWX,22.82
3361,VEUCX,21.89
3362,PEQLX,24.66
3363,IRLIX,21.83
3364,JMGZX,22.84
3365,HAMVX,23.54
3366,NGCAX,25.18
3367,PJVQX,23.26
3368,DDVAX,23.31
3369,NLCCX,21.42
3370,FSELX,20.66
3371,IDXIX,23.45
3372,DWOAX,22.09
3373,S3887.MC,27.04
3374,JUEZX,21.79
3375,FMGIX,25.09
3376,MXSVX,29.99
3377,TEQIX,24.4
3378,PADEX,22.9
3379,S1456.MC,25.62
3380,FITWX,24.13
3381,STMFX,20.78
3382,DBICX,22.43
3383,MJFOX,22.84
3384,SKIKON.CO,28.78
3385,MXAPX,23.68
3386,RDLCX,20.84
3387,MRLAX,14.77
3388,EPSRX,23.07
3389,GCLLX,22.04
3390,CBAIX,21.19
3391,RFETX,23.39
3392,QKACX,21.96
3393,PDREX,22.19
3394,CWMCX,23.2
3395,NALFX,22.44
3396,HCPIX,25.71
3397,VGSTX,23.14
3398,RAETX,23.55
3399,CDOYX,24.25
3400,AICCX,23.49
3401,ADVDX,22.67
3402,CRIAX,29.47
3403,BAMCX,24.49
3404,VDSCX,21.7
3405,PYACX,24.64
3406,NFEPX,20.78
3407,MDIFX,21.92
3408,PUMYX,24.61
3409,MRGAX,22.37
3410,AZSCX,27.91
3411,JRIRX,15.46
3412,FMAGX,20.06
3413,BFOCX,22.19
3414,WEQCX,23.73
3415,SEITX,22.37
3416,DMVAX,28.19
3417,IAAAX,22.95
3418,GWSCX,26.54
3419,AWPCX,20.86
3420,PQIAX,23.87
3421,GLNLX,21.73
3422,PCUFX,29.08
3423,USTCX,24.75
3424,RNWFX,25.24
3425,SPQAX,20.4
3426,NWCAX,18.81
3427,QALGX,20.32
3428,JGCAX,24.05
3429,ARSKX,21.68
3430,GCTAX,22.66
3431,DFSTX,28.37
3432,MNWBX,21.64
3433,GITAX,18.83
3434,JNGLX,27.58
3435,CGFEX,23.63
3436,TDFAX,20.87
3437,TGIRX,21.75
3438,JLKHX,23.77
3439,RYPAX,24.42
3440,MLPRX,40.05
3441,PVNBX,24.99
3442,QCSCX,28.84
3443,OPMYX,22.77
3444,JLEEX,24.42
3445,HRTVX,30.84
3446,JSIGX,30.21
3447,RYDCX,25.21
3448,NWJEX,20.33
3449,TWEIX,25.35
3450,RWMFX,23.2
3451,EHIAX,22.62
3452,NMANX,23.42
3453,PDRRX,22.19
3454,MXMGX,24.65
3455,CLTAX,20.87
3456,EPLKX,23.7
3457,SMPIX,19.3
3458,NWMDX,23.89
3459,VREQX,16.22
3460,JEPAX,21.72
3461,JDCAX,21.33
3462,EPSYX,23.07
3463,FPURX,23.18
3464,S0009.MC,22.34
3465,GHAIX,32.7
3466,VIMAX,23.16
3467,UTPIX,31.79
3468,UBA3.SG,25.87
3469,JHSB.SW,27.32
3470,PMARX,22.64
3471,IPOYX,27.25
3472,ABLYX,24.71
3473,MBCGX,21.47
3474,NEWFX,25.24
3475,PSSMX,28.1
3476,GSCGX,22.03
3477,S2918.MC,23.15
3478,NOIEX,21.88
3479,NFACX,18.7
3480,MGRSX,20.95
3481,QCBGX,23.12
3482,TRULX,23.18
3483,JLFIX,24.13
3484,FEQIX,23.92
3485,IGHSX,22.66
3486,S1435.MC,23.65
3487,ETAHX,35.74
3488,AMFFX,22.63
3489,MSLLX,23.12
3490,MSGPX,22.66
3491,NWHHX,27.36
3492,TIGVX,20.99
3493,OARIX,23.7
3494,MIDCX,23.68
3495,RBAGX,23.66
3496,PLHZX,22.86
3497,GOCAX,28.82
3498,MSFRX,23.33
3499,DQIYX,22.52
3500,RIDEX,24.39
3501,QEENX,26.38
3502,IZSCX,20.52
3503,AAGPX,24.71
3504,LMBAX,28.41
3505,MCRFX,24.14
3506,QCENX,21.87
3507,CAIFX,23.74
3508,VPMCX,22.77
3509,FNORX,22.33
3510,ALVRX,24.34
3511,FSNGX,30.94
3512,JRHPX,23.44
3513,HMCVX,23.07
3514,EKBAX,24.43
3515,FMEIX,23.84
3516,TRRBX,23.99
3517,JSVAX,25.38
3518,MAEQX,22.47
3519,TWSMX,23.14
3520,FDGFX,21.87
3521,AFMCX,30.23
3522,RLBAX,23.46
3523,AMTAX,22.64
3524,HRVIX,29.04
3525,ADSIX,20.97
3526,WRGCX,26.9
3527,BRLGX,20.11
3528,FZAIX,21.74
3529,PKSFX,23.53
3530,CVLEX,23.43
3531,ICSCX,27.4
3532,HSRSX,28.48
3533,GLFOX,22.08
3534,PNERX,23.09
3535,OTFCX,21.5
3536,DBIVX,22.43
3537,GMMAX,24.68
3538,MREFX,18.47
3539,590109.BO,21.92
3540,DLDRX,33.98
3541,+CIBOLSA.MX,24.04
3542,NSPCX,27.6
3543,RLBBX,23.46
3544,JMVZX,23.62
3545,CNGEX,22.69
3546,DHLYX,23.41
3547,PVFYX,21.36
3548,MINFX,20.76
3549,CAMWX,23.9
3550,HGISX,22.4
3551,GBMAGRB.MX,36.87
3552,JRTWX,23.29
3553,VFWSX,23.86
3554,ABSKX,24.88
3555,JDSAX,28.88
3556,FIASX,25.91
3557,LLARX,24.22
3558,RERFX,24.1
3559,MOPBX,21.81
3560,HLRRX,19.79
3561,FAOAX,19.92
3562,FSAGX,32.09
3563,BPTRX,28.22
3564,JMISX,24.06
3565,IEMGX,25.92
3566,MMIAX,21.19
3567,USPAX,23.7
3568,PSGQX,21.49
3569,NINAX,26.16
3570,SAGWX,26.81
3571,REQAX,21.47
3572,MGLBX,20.19
3573,DKIUOBL.CO,24.23
3574,KTCIX,19.68
3575,TNSYX,22.08
3576,S2260.MC,23.04
3577,VTTVX,23.22
3578,GOPRX,28.96
3579,JANVX,27.22
3580,ODICX,27.83
3581,NSCFX,28.67
3582,MCJIX,29.14
3583,PMFPX,25.24
3584,ELFNX,21.36
3585,EVGBX,24.13
3586,DIEQX,20.44
3587,PSSIX,28.1
3588,EWECX,21.43
3589,JOSMX,26.59
3590,NWJAX,24.26
3591,CHCRX,25.12
3592,HRSCX,28.48
3593,FOSFX,19.97
3594,GICPX,19.76
3595,JPVIX,25.67
3596,IIGCX,35.61
3597,MRLIX,19.94
3598,RYHEX,25.82
3599,TLYIX,23.04
3600,DUSQX,22.56
3601,CIHCX,22.91
3602,IDPIX,23.83
3603,S3089.MC,25.37
3604,PIGRX,23.2
3605,PGEIX,25.03
3606,TEMWX,23.06
3607,OPOCX,27.83
3608,ADVLX,24.69
3609,WSMDX,25.66
3610,NWHDX,27.36
3611,WFQPX,24.52
3612,RRTPX,23.58
3613,RIFKX,26.36
3614,UEPSX,24.33
3615,IGMIX,20.16
3616,TILGX,21.14
3617,SEEKX,21.84
3618,MICGX,25.1
3619,PARCX,23.67
3620,OBSOX,26.74
3621,FCASX,23.32
3622,RSQYX,24.33
3623,LMEIX,24.22
3624,QVGIX,23.92
3625,TLGCX,22.53
3626,DFTEX,24.27
3627,ADCIX,20.97
3628,SPFZX,21.49
3629,DPRSX,24.72
3630,RYSYX,22.04
3631,NAMAX,24.69
3632,CNWEX,25.24
3633,JOEAX,26.61
3634,ERDU.SW,25.74
3635,MIDVX,20.09
3636,CPNFX,27.64
3637,UOPSX,21.71
3638,AZSYX,27.91
3639,GLOSX,24.4
3640,FZAMX,24.06
3641,SIIEX,21.34
3642,GLVCX,21.17
3643,AHSCX,28.45
3644,VIMCX,23.85
3645,LIVAX,22.82
3646,OPGIX,25.46
3647,MLPZX,40.05
3648,MTNRX,24.06
3649,PINZX,24.21
3650,VISAX,23.04
3651,LLPFX,27.01
3652,JSVUX,29.04
3653,SMBYX,21.78
3654,VGRIX,23.27
3655,REQCX,21.47
3656,VHGEX,23.29
3657,GSMYX,26.38
3658,SMEYX,26.09
3659,PHSZX,29.13
3660,LZSMX,24.1
3661,CWGCX,22.7
3662,RYDVX,25.72
3663,VIIIX,22.04
3664,EKOCX,21.45
3665,MSILX,21.8
3666,LSITX,20.21
3667,FBPBX,23.96
3668,IBNCX,22.29
3669,FDGRX,22.32
3670,ARTHX,24.83
3671,ACMYX,26.28
3672,NWQCX,25.27
3673,HWSAX,28.49
3674,HSRRX,28.48
3675,GOPSX,28.96
3676,MFBBX,23.25
3677,VNVNX,26.0
3678,GAFRX,23.9
3679,GGOIX,21.93
3680,JANRX,22.77
3681,CBAEX,23.66
3682,ABSRX,24.88
3683,NFEAX,20.78
3684,WFTCX,21.37
3685,USLIX,20.58
3686,NWKAX,22.23
3687,FFIDX,20.33
3688,UTPSX,31.79
3689,ECIDX,23.68
3690,ORILX,23.6
3691,CCBTX,23.86
3692,HSCSX,26.57
3693,EGWCX,27.21
3694,MRMIX,21.86
3695,HMVTX,26.31
3696,VPGDX,23.98
3697,WWSAX,27.44
3698,CLBAX,23.46
3699,HIMCX,24.79
3700,BRSVX,28.52
3701,JUNIORBEES.NS,30.09
3702,DNDGX,26.93
3703,NCBVX,24.35
3704,VSTCX,27.09
3705,WOGSX,22.14
3706,PXNIX,20.26
3707,OSTIX,28.85
3708,EXOSX,23.53
3709,ARLIX,23.22
3710,UGPIX,25.86
3711,CNWIX,25.26
3712,NVXCX,23.25
3713,LINRX,24.69
3714,SPECX,21.05
3715,IUENX,20.04
3716,ACGIX,24.77
3717,VEVFX,27.12
3718,PTDNX,23.02
3719,S2995.MC,23.53
3720,NUIRX,20.99
3721,IEOSX,21.43
3722,FNGAX,21.09
3723,CNJFX,26.26
3724,TESIX,24.09
3725,JLPCX,21.89
3726,AMCFX,22.86
3727,BALFX,23.46
3728,QECRX,26.38
